"year","theme_id","theme_name","relative","n_items","source_name","target_name"
2005,50,Town,son,,,
2005,598,Promotional,son,,,
2014,696,Super Heroes Marvel,son,,,
2016,301,Other,son,,,
2002,507,Educational and Dacta,grandfather,,,
1999,504,Duplo,grandfather,,,
2008,504,Duplo,grandfather,,,
2023,695,Super Heroes DC,grandfather,,,
2014,504,Duplo,grandfather,,,
2010,206,Seasonal,grandfather,,,
2021,695,Super Heroes DC,grandfather,,,
2005,504,Duplo,grandfather,,,
2023,504,Duplo,grandfather,,,
2009,206,Seasonal,grandfather,,,
2023,696,Super Heroes Marvel,grandfather,,,
2007,186,Castle,father,,,
2001,206,Seasonal,father,,,
2011,535,Collectible Minifigures,father,,,
2018,535,Collectible Minifigures,father,,,
2002,206,Seasonal,father,,,
1998,465,Universal Building Set,father,,,
2012,501,Gear,father,,,
2008,186,Castle,father,,,
1990,465,Universal Building Set,father,,,
1996,465,Universal Building Set,father,,,
2000,507,Educational and Dacta,father,,,
1995,465,Universal Building Set,father,,,
2011,501,Gear,father,,,
1999,465,Universal Building Set,father,,,
1992,186,Castle,father,,,
1981,233,Train,father,,,
2017,608,Disney,father,,,
1993,186,Castle,father,,,
1993,1,Technic,father,,,
1993,147,Pirates,father,,,
2010,400,Hero Factory,father,,,
2018,608,Disney,father,,,
2001,507,Educational and Dacta,father,,,
2018,246,Harry Potter,father,,,
2014,507,Educational and Dacta,father,,,
1995,507,Educational and Dacta,father,,,
2020,501,Gear,father,,,
2013,695,Super Heroes DC,father,,,
1982,50,Town,father,,,
2006,504,Duplo,father,,,
1988,50,Town,father,,,
2010,504,Duplo,father,,,
2007,158,Star Wars,father,,,
2003,696,Super Heroes Marvel,father,,,
2017,504,Duplo,father,,,
2000,504,Duplo,father,,,
2019,504,Duplo,father,,,
1990,504,Duplo,father,,,
1980,504,Duplo,father,,,
1993,598,Promotional,father,,,
2008,112,Racers,father,,,
2010,497,Books,father,,,
1980,1,Technic,father,,,
1985,465,Universal Building Set,father,,,
2000,501,Gear,father,,,
2021,497,Books,father,,,
1990,507,Educational and Dacta,father,,,
2022,52,City,father,,,
2022,535,Collectible Minifigures,father,,,
2018,507,Educational and Dacta,father,,,
2024,22,Creator,father,,,
2011,22,Creator,father,,,
2003,112,Racers,father,,,
2011,497,Books,father,,,
1998,186,Castle,father,,,
1981,443,Service Packs,father,,,
2015,696,Super Heroes Marvel,father,,,
1984,50,Town,father,,,
2009,507,Educational and Dacta,father,,,
1982,504,Duplo,father,,,
1996,233,Train,father,,,
2006,507,Educational and Dacta,father,,,
1992,206,Seasonal,father,,,
2015,608,Disney,father,,,
1953,365,System,father,,,
2016,507,Educational and Dacta,father,,,
1969,507,Educational and Dacta,father,,,
2006,1,Technic,father,,,
2021,696,Super Heroes Marvel,father,,,
1994,598,Promotional,father,,,
2007,497,Books,father,,,
1984,1,Technic,father,,,
2024,158,Star Wars,father,,,
1996,1,Technic,father,,,
2001,186,Castle,father,,,
2012,155,Modular Buildings,father,,,
1973,497,Books,father,,,
2003,458,Sports,father,,,
2008,206,Seasonal,father,,,
2021,301,Other,father,,,
2009,301,Other,father,,,
1958,301,Other,father,,,
2004,279,"4 Juniors",father,,,
2000,301,Other,father,,,
2022,158,Star Wars,father,,,
2005,233,Train,father,,,
2000,126,Space,father,,,
1981,465,Universal Building Set,father,,,
2011,258,Mindstorms,father,,,
1975,465,Universal Building Set,father,,,
2003,598,Promotional,father,,,
2016,598,Promotional,father,,,
2010,22,Creator,son,,,
2010,315,Atlantis,son,,,
2005,500,Clikits,son,,,
2002,246,Harry Potter,son,,,
2004,112,Racers,son,,,
2001,254,Bulk Bricks,son,,,
1999,318,Belville,son,,,
2009,112,Racers,son,,,
2013,252,Architecture,son,,,
2010,155,Modular Buildings,son,,,
1996,318,Belville,son,,,
2002,254,Bulk Bricks,son,,,
2012,695,Super Heroes DC,son,,,
2013,425,Legoland Parks,son,,,
2015,52,City,son,,,
2012,558,Monster Fighters,son,,,
2008,22,Creator,son,,,
2008,397,Factory,son,,,
2005,112,Racers,son,,,
2012,576,LEGO Ideas and CUUSOO,son,,,
2007,318,Belville,son,,,
2004,22,Creator,son,,,
2014,186,Castle,son,,,
2017,494,Friends,son,,,
2017,206,Seasonal,son,,,
2018,591,Juniors,son,,,
2019,601,Speed Champions,son,,,
2019,610,Brickheadz,son,,,
2003,398,FIRST LEGO League,son,,,
2019,501,Gear,son,,,
2000,442,Rock Raiders,son,,,
1971,433,Minitalia,son,,,
2005,425,Legoland Parks,son,,,
2001,158,Star Wars,son,,,
1988,443,Service Packs,son,,,
2005,158,Star Wars,son,,,
1994,443,Service Packs,son,,,
2012,158,Star Wars,son,,,
2009,324,Bionicle,son,,,
2003,158,Star Wars,son,,,
2018,577,Minecraft,son,,,
1949,365,System,son,,,
2019,158,Star Wars,son,,,
2020,158,Star Wars,son,,,
2020,690,Super Mario,son,,,
2015,324,Bionicle,son,,,
2014,52,City,son,,,
2009,598,Promotional,son,,,
1984,390,Fabuland,son,,,
2016,607,Ghostbusters,son,,,
2002,273,Studios,son,,,
2017,52,City,son,,,
1979,668,Scala,son,,,
2005,385,Dino Attack / Dino 2010,son,,,
2021,688,DOTS,son,,,
2021,1,Technic,son,,,
2008,501,Gear,son,,,
2004,501,Gear,son,,,
2021,602,Jurassic World,son,,,
2019,719,BrickLink Designer Program,son,,,
2023,621,Classic,son,,,
2024,494,Friends,son,,,
2002,318,Belville,son,,,
1983,465,Universal Building Set,son,,,
2003,22,Creator,son,,,
2014,155,Modular Buildings,son,,,
2012,22,Creator,son,,,
2024,504,Duplo,son,,,
2002,50,Town,son,,,
2023,709,LEGO Art,son,,,
1999,278,Model Team,son,,,
2020,258,Mindstorms,son,,,
2024,621,Classic,son,,,
1980,465,Universal Building Set,son,,,
2021,610,Brickheadz,son,,,
2013,22,Creator,son,,,
2014,576,LEGO Ideas and CUUSOO,son,,,
2009,264,Indiana Jones,son,,,
2012,206,Seasonal,son,,,
1972,405,Homemaker,son,,,
1975,364,Building Set with People,son,,,
2009,599,LEGO Exclusive,son,,,
2019,696,Super Heroes Marvel,son,,,
2023,724,Avatar,son,,,
2023,206,Seasonal,son,,,
2007,425,Legoland Parks,son,,,
2022,504,Duplo,son,,,
1985,443,Service Packs,son,,,
1991,363,Boat,son,,,
2009,398,FIRST LEGO League,son,,,
2015,398,FIRST LEGO League,son,,,
2008,598,Promotional,son,,,
2008,252,Architecture,son,,,
2016,155,Modular Buildings,son,,,
1964,365,System,son,,,
2018,696,Super Heroes Marvel,son,,,
2020,504,Duplo,son,,,
2018,669,Overwatch,son,,,
2021,621,Classic,son,,,
1988,1,Technic,son,,,
2019,535,Collectible Minifigures,son,,,
2017,398,FIRST LEGO League,son,,,
2019,695,Super Heroes DC,son,,,
2021,252,Architecture,son,,,
1986,504,Duplo,son,,,
1970,443,Service Packs,son,,,
2013,443,Service Packs,son,,,
2000,559,Value Packs,son,,,
2001,443,Service Packs,son,,,
1955,365,System,son,,,
2016,603,Scooby-Doo,son,,,
2010,443,Service Packs,son,,,
1997,408,LEGO Brand Store,son,,,
1999,559,Value Packs,son,,,
2001,398,FIRST LEGO League,son,,,
2017,301,Other,son,,,
2007,272,SpongeBob SquarePants,son,,,
2016,507,Educational and Dacta,grandfather,,,
1995,507,Educational and Dacta,grandfather,,,
2010,504,Duplo,grandfather,,,
2017,504,Duplo,grandfather,,,
2002,206,Seasonal,grandfather,,,
2008,206,Seasonal,grandfather,,,
2014,507,Educational and Dacta,grandfather,,,
2009,507,Educational and Dacta,grandfather,,,
2006,504,Duplo,grandfather,,,
2019,504,Duplo,grandfather,,,
2006,507,Educational and Dacta,grandfather,,,
2001,507,Educational and Dacta,grandfather,,,
2000,504,Duplo,grandfather,,,
2001,206,Seasonal,grandfather,,,
2008,52,City,father,,,
2003,296,Adventurers,father,,,
2010,535,Collectible Minifigures,father,,,
1979,1,Technic,father,,,
2009,34,Make & Create,father,,,
1984,186,Castle,father,,,
2010,206,Seasonal,father,,,
2000,608,Disney,father,,,
1980,497,Books,father,,,
2004,186,Castle,father,,,
1973,465,Universal Building Set,father,,,
2014,571,Legends of Chima,father,,,
1993,465,Universal Building Set,father,,,
2002,507,Educational and Dacta,father,,,
2017,252,Architecture,father,,,
2005,186,Castle,father,,,
2014,608,Disney,father,,,
2009,206,Seasonal,father,,,
2007,501,Gear,father,,,
2014,22,Creator,father,,,
2018,52,City,father,,,
2004,507,Educational and Dacta,father,,,
2016,497,Books,father,,,
2019,22,Creator,father,,,
2019,408,LEGO Brand Store,father,,,
2010,501,Gear,father,,,
2018,501,Gear,father,,,
2019,598,Promotional,father,,,
1961,365,System,father,,,
1981,50,Town,father,,,
2017,696,Super Heroes Marvel,father,,,
1978,504,Duplo,father,,,
2008,504,Duplo,father,,,
1999,504,Duplo,father,,,
1994,504,Duplo,father,,,
2004,50,Town,father,,,
1985,504,Duplo,father,,,
1983,126,Space,father,,,
1979,126,Space,father,,,
1978,186,Castle,father,,,
2021,52,City,father,,,
1978,501,Gear,father,,,
2021,695,Super Heroes DC,father,,,
2022,501,Gear,father,,,
1998,501,Gear,father,,,
2023,695,Super Heroes DC,father,,,
2023,507,Educational and Dacta,father,,,
1995,233,Train,father,,,
1974,233,Train,father,,,
1970,411,Legoland,father,,,
2023,504,Duplo,father,,,
1995,50,Town,father,,,
2014,504,Duplo,father,,,
2004,696,Super Heroes Marvel,father,,,
2010,158,Star Wars,father,,,
1979,443,Service Packs,father,,,
2008,158,Star Wars,father,,,
1988,598,Promotional,father,,,
1976,598,Promotional,father,,,
2013,34,Make & Create,father,,,
2005,504,Duplo,father,,,
2000,497,Books,father,,,
2014,561,The Hobbit and Lord of the Rings,father,,,
2010,126,Space,father,,,
2017,507,Educational and Dacta,father,,,
1997,501,Gear,father,,,
2015,158,Star Wars,father,,,
2011,158,Star Wars,father,,,
1992,504,Duplo,father,,,
1960,497,Books,father,,,
1977,465,Universal Building Set,father,,,
1997,307,Aquazone,father,,,
2002,147,Pirates,father,,,
2010,598,Promotional,father,,,
2023,598,Promotional,father,,,
1978,411,Legoland,father,,,
2023,696,Super Heroes Marvel,father,,,
2019,252,Architecture,father,,,
1998,112,Racers,father,,,
1956,497,Books,father,,,
2012,301,Other,father,,,
1980,126,Space,father,,,
2013,301,Other,father,,,
1981,126,Space,father,,,
2005,301,Other,father,,,
2002,186,Castle,father,,,
1998,497,Books,father,,,
1990,497,Books,father,,,
2005,696,Super Heroes Marvel,father,,,
2014,301,Other,father,,,
2007,389,Exo-Force,son,,,
2014,494,Friends,son,,,
2013,400,Hero Factory,son,,,
2011,400,Hero Factory,son,,,
2014,590,Fusion,son,,,
2006,389,Exo-Force,son,,,
2013,501,Gear,son,,,
2015,601,Speed Champions,son,,,
1999,480,Znap,son,,,
2017,591,Juniors,son,,,
1973,433,Minitalia,son,,,
2001,273,Studios,son,,,
2015,1,Technic,son,,,
2012,535,Collectible Minifigures,son,,,
2004,500,Clikits,son,,,
2008,318,Belville,son,,,
2014,591,Juniors,son,,,
2016,606,Angry Birds,son,,,
1976,465,Universal Building Set,son,,,
2012,494,Friends,son,,,
1978,405,Homemaker,son,,,
2018,408,LEGO Brand Store,son,,,
2015,507,Educational and Dacta,son,,,
1999,668,Scala,son,,,
2016,601,Speed Champions,son,,,
2010,408,LEGO Brand Store,son,,,
2019,435,Ninjago,son,,,
2019,1,Technic,son,,,
2020,246,Harry Potter,son,,,
2003,324,Bionicle,son,,,
2008,324,Bionicle,son,,,
1997,443,Service Packs,son,,,
2016,158,Star Wars,son,,,
2009,158,Star Wars,son,,,
1987,443,Service Packs,son,,,
1995,443,Service Packs,son,,,
1987,363,Boat,son,,,
2000,50,Town,son,,,
2013,158,Star Wars,son,,,
1993,443,Service Packs,son,,,
2015,602,Jurassic World,son,,,
2017,158,Star Wars,son,,,
2018,158,Star Wars,son,,,
2020,696,Super Heroes Marvel,son,,,
2015,576,LEGO Ideas and CUUSOO,son,,,
2005,318,Belville,son,,,
1985,1,Technic,son,,,
2020,1,Technic,son,,,
2021,576,LEGO Ideas and CUUSOO,son,,,
2021,494,Friends,son,,,
2021,507,Educational and Dacta,son,,,
2021,709,LEGO Art,son,,,
2022,610,Brickheadz,son,,,
2019,246,Harry Potter,son,,,
2021,158,Star Wars,son,,,
2022,690,Super Mario,son,,,
2022,686,Chinese Traditional Festivals,son,,,
2023,1,Technic,son,,,
2024,408,LEGO Brand Store,son,,,
2006,22,Creator,son,,,
2011,507,Educational and Dacta,son,,,
2016,600,Elves,son,,,
2002,126,Space,son,,,
1991,1,Technic,son,,,
2002,1,Technic,son,,,
1998,440,Primo,son,,,
2023,747,Sonic The Hedgehog,son,,,
2012,481,Dino,son,,,
2018,599,LEGO Exclusive,son,,,
2022,398,FIRST LEGO League,son,,,
2023,252,Architecture,son,,,
2020,507,Educational and Dacta,son,,,
2022,721,Icons,son,,,
1963,365,System,son,,,
2013,504,Duplo,son,,,
1983,233,Train,son,,,
2016,206,Seasonal,son,,,
2010,52,City,son,,,
2021,206,Seasonal,son,,,
2013,507,Educational and Dacta,son,,,
2024,719,BrickLink Designer Program,son,,,
1988,390,Fabuland,son,,,
2010,507,Educational and Dacta,son,,,
2007,155,Modular Buildings,son,,,
2019,608,Disney,son,,,
2015,695,Super Heroes DC,son,,,
2012,696,Super Heroes Marvel,son,,,
1976,504,Duplo,son,,,
2010,34,Make & Create,son,,,
2023,599,LEGO Exclusive,son,,,
2001,1,Technic,son,,,
2003,407,Island Xtreme Stunts,son,,,
2005,398,FIRST LEGO League,son,,,
2003,404,Hobby Sets,son,,,
2006,318,Belville,son,,,
2016,398,FIRST LEGO League,son,,,
2020,535,Collectible Minifigures,son,,,
2020,608,Disney,son,,,
2014,695,Super Heroes DC,son,,,
2004,278,Model Team,son,,,
1974,363,Boat,son,,,
2002,304,Alpha Team,son,,,
1985,186,Castle,son,,,
1996,504,Duplo,son,,,
2009,443,Service Packs,son,,,
2000,458,Sports,son,,,
2004,301,Other,son,,,
2023,301,Other,son,,,
2006,474,Vikings,son,,,
2001,301,Other,son,,,
2014,126,Space,son,,,
2013,155,Modular Buildings,son,,,
2024,695,Super Heroes DC,son,,,
1986,507,Educational and Dacta,grandfather,,,
2011,504,Duplo,grandfather,,,
2020,206,Seasonal,grandfather,,,
2008,507,Educational and Dacta,grandfather,,,
2007,507,Educational and Dacta,grandfather,,,
2003,206,Seasonal,grandfather,,,
2005,206,Seasonal,grandfather,,,
2007,206,Seasonal,grandfather,,,
2005,507,Educational and Dacta,grandfather,,,
2001,233,Train,father,,,
2005,52,City,father,,,
1994,507,Educational and Dacta,father,,,
2013,52,City,father,,,
2011,695,Super Heroes DC,father,,,
1990,126,Space,father,,,
1989,186,Castle,father,,,
1977,411,Legoland,father,,,
1998,507,Educational and Dacta,father,,,
2006,695,Super Heroes DC,father,,,
1990,1,Technic,father,,,
2013,206,Seasonal,father,,,
1972,411,Legoland,father,,,
2016,535,Collectible Minifigures,father,,,
2009,22,Creator,father,,,
1987,465,Universal Building Set,father,,,
1992,507,Educational and Dacta,father,,,
1996,507,Educational and Dacta,father,,,
1994,126,Space,father,,,
2002,501,Gear,father,,,
2012,52,City,father,,,
2016,695,Super Heroes DC,father,,,
1999,258,Mindstorms,father,,,
2008,126,Space,father,,,
1971,411,Legoland,father,,,
2017,408,LEGO Brand Store,father,,,
1985,497,Books,father,,,
2003,304,Alpha Team,father,,,
2015,497,Books,father,,,
2018,695,Super Heroes DC,father,,,
2020,22,Creator,father,,,
2014,598,Promotional,father,,,
2015,598,Promotional,father,,,
2018,206,Seasonal,father,,,
2020,695,Super Heroes DC,father,,,
2020,438,Power Functions,father,,,
1977,443,Service Packs,father,,,
1958,365,System,father,,,
1987,50,Town,father,,,
1998,50,Town,father,,,
2016,696,Super Heroes Marvel,father,,,
1993,50,Town,father,,,
2018,504,Duplo,father,,,
2007,504,Duplo,father,,,
1995,504,Duplo,father,,,
1969,504,Duplo,father,,,
2001,504,Duplo,father,,,
2004,504,Duplo,father,,,
2001,22,Creator,father,,,
1972,233,Train,father,,,
2011,126,Space,father,,,
1974,465,Universal Building Set,father,,,
1995,126,Space,father,,,
2021,608,Disney,father,,,
2022,206,Seasonal,father,,,
1998,126,Space,father,,,
2012,186,Castle,father,,,
2022,598,Promotional,father,,,
2024,501,Gear,father,,,
1978,465,Universal Building Set,father,,,
2014,696,Super Heroes Marvel,father,,,
1989,206,Seasonal,father,,,
1986,1,Technic,father,,,
1977,504,Duplo,father,,,
2022,252,Architecture,father,,,
1982,1,Technic,father,,,
2014,302,Agents,father,,,
1996,501,Gear,father,,,
2005,22,Creator,father,,,
2005,50,Town,father,,,
2007,324,Bionicle,father,,,
1991,507,Educational and Dacta,father,,,
2007,126,Space,father,,,
1967,497,Books,father,,,
2000,206,Seasonal,father,,,
1994,501,Gear,father,,,
1967,365,System,father,,,
1987,186,Castle,father,,,
1969,465,Universal Building Set,father,,,
1988,465,Universal Building Set,father,,,
1978,206,Seasonal,father,,,
2006,206,Seasonal,father,,,
2018,578,The LEGO Movie,father,,,
1986,206,Seasonal,father,,,
1969,497,Books,father,,,
1970,365,System,father,,,
1983,1,Technic,father,,,
1974,501,Gear,father,,,
1980,443,Service Packs,father,,,
1996,598,Promotional,father,,,
2002,301,Other,father,,,
2006,458,Sports,father,,,
2023,158,Star Wars,father,,,
1981,507,Educational and Dacta,father,,,
2015,591,Juniors,father,,,
1977,206,Seasonal,father,,,
1982,497,Books,father,,,
2016,301,Other,father,,,
1992,559,Value Packs,son,,,
2009,1,Technic,son,,,
2014,435,Ninjago,son,,,
2002,407,Island Xtreme Stunts,son,,,
2007,112,Racers,son,,,
1982,390,Fabuland,son,,,
2015,494,Friends,son,,,
2016,1,Technic,son,,,
2006,112,Racers,son,,,
2010,246,Harry Potter,son,,,
2014,1,Technic,son,,,
2005,397,Factory,son,,,
2002,463,Spybotics,son,,,
1993,507,Educational and Dacta,son,,,
1994,1,Technic,son,,,
2003,507,Educational and Dacta,son,,,
1996,399,Freestyle,son,,,
2017,601,Speed Champions,son,,,
2016,610,Brickheadz,son,,,
2017,695,Super Heroes DC,son,,,
2018,1,Technic,son,,,
2018,435,Ninjago,son,,,
2018,610,Brickheadz,son,,,
2018,494,Friends,son,,,
2019,494,Friends,son,,,
2019,52,City,son,,,
2019,676,Hidden Side,son,,,
2020,682,Trolls: World Tour,son,,,
2020,52,City,son,,,
2020,688,DOTS,son,,,
2011,1,Technic,son,,,
2001,304,Alpha Team,son,,,
2005,324,Bionicle,son,,,
2006,324,Bionicle,son,,,
2002,158,Star Wars,son,,,
1984,443,Service Packs,son,,,
1968,365,System,son,,,
1966,365,System,son,,,
1989,443,Service Packs,son,,,
1976,364,Building Set with People,son,,,
1999,50,Town,son,,,
1996,443,Service Packs,son,,,
1965,365,System,son,,,
2019,602,Jurassic World,son,,,
2005,440,Primo,son,,,
2020,693,Monkie Kid,son,,,
1979,390,Fabuland,son,,,
1995,1,Technic,son,,,
2022,494,Friends,son,,,
2015,501,Gear,son,,,
2017,501,Gear,son,,,
2023,52,City,son,,,
2003,440,Primo,son,,,
2020,721,Icons,son,,,
2022,577,Minecraft,son,,,
2023,690,Super Mario,son,,,
2023,608,Disney,son,,,
2023,494,Friends,son,,,
2023,246,Harry Potter,son,,,
2023,686,Chinese Traditional Festivals,son,,,
2023,576,LEGO Ideas and CUUSOO,son,,,
2024,608,Disney,son,,,
2016,621,Classic,son,,,
2000,1,Technic,son,,,
2016,608,Disney,son,,,
1984,465,Universal Building Set,son,,,
2013,599,LEGO Exclusive,son,,,
1980,233,Train,son,,,
2017,22,Creator,son,,,
2017,604,Dimensions,son,,,
1999,440,Primo,son,,,
1995,440,Primo,son,,,
2024,752,Animal Crossing,son,,,
2012,504,Duplo,son,,,
1996,440,Primo,son,,,
2016,577,Minecraft,son,,,
2016,504,Duplo,son,,,
2024,598,Promotional,son,,,
2018,252,Architecture,son,,,
2020,694,Brick Sketches,son,,,
2019,206,Seasonal,son,,,
1986,501,Gear,son,,,
2020,398,FIRST LEGO League,son,,,
2019,398,FIRST LEGO League,son,,,
2016,501,Gear,son,,,
2003,501,Gear,son,,,
2022,155,Modular Buildings,son,,,
2022,576,LEGO Ideas and CUUSOO,son,,,
2022,425,Legoland Parks,son,,,
1993,278,Model Team,son,,,
2001,425,Legoland Parks,son,,,
2006,158,Star Wars,son,,,
2001,440,Primo,son,,,
2013,438,Power Functions,son,,,
1970,433,Minitalia,son,,,
2017,617,DC Super Hero Girls,son,,,
2019,599,LEGO Exclusive,son,,,
2020,408,LEGO Brand Store,son,,,
2015,504,Duplo,son,,,
2002,504,Duplo,son,,,
2021,719,BrickLink Designer Program,son,,,
2009,52,City,son,,,
