"quantity","year","color_name","color_rgb","color_group_id","color_group_name","color_group_rgb"
2764,2008,Tan,E4CD9E,8,Tan,E4CD9E
2430,2007,Tan,E4CD9E,8,Tan,E4CD9E
2184,2015,Dark Tan,"958A73",8,Tan,E4CD9E
2172,2003,Tan,E4CD9E,8,Tan,E4CD9E
1999,2004,Tan,E4CD9E,8,Tan,E4CD9E
1742,2012,Dark Tan,"958A73",8,Tan,E4CD9E
1450,2014,Dark Tan,"958A73",8,Tan,E4CD9E
1363,2011,Dark Tan,"958A73",8,Tan,E4CD9E
1313,2002,Tan,E4CD9E,8,Tan,E4CD9E
1091,2006,Tan,E4CD9E,8,Tan,E4CD9E
908,2001,Tan,E4CD9E,8,Tan,E4CD9E
889,2000,Tan,E4CD9E,8,Tan,E4CD9E
680,2010,Dark Tan,"958A73",8,Tan,E4CD9E
580,2009,Dark Tan,"958A73",8,Tan,E4CD9E
408,1999,Tan,E4CD9E,8,Tan,E4CD9E
383,1998,Tan,E4CD9E,8,Tan,E4CD9E
339,2008,Dark Tan,"958A73",8,Tan,E4CD9E
102,2005,Dark Tan,"958A73",8,Tan,E4CD9E
64,2004,Dark Tan,"958A73",8,Tan,E4CD9E
44,2006,Dark Tan,"958A73",8,Tan,E4CD9E
42,2007,Dark Tan,"958A73",8,Tan,E4CD9E
30,1997,Tan,E4CD9E,8,Tan,E4CD9E
19,1986,Tan,E4CD9E,8,Tan,E4CD9E
17,2002,Dark Tan,"958A73",8,Tan,E4CD9E
15,1996,Tan,E4CD9E,8,Tan,E4CD9E
11,2023,Warm Tan,CCA373,8,Tan,E4CD9E
11,2003,Dark Tan,"958A73",8,Tan,E4CD9E
9,1982,Tan,E4CD9E,8,Tan,E4CD9E
8,2022,Warm Tan,CCA373,8,Tan,E4CD9E
7,1992,Tan,E4CD9E,8,Tan,E4CD9E
6,1994,Tan,E4CD9E,8,Tan,E4CD9E
5,2024,Warm Tan,CCA373,8,Tan,E4CD9E
1,1958,HO Light Tan,f9f1c7,8,Tan,E4CD9E
1,1959,HO Light Tan,f9f1c7,8,Tan,E4CD9E
1,1961,HO Light Tan,f9f1c7,8,Tan,E4CD9E
1,1964,HO Light Tan,f9f1c7,8,Tan,E4CD9E
1,2001,Dark Tan,"958A73",8,Tan,E4CD9E
1,1957,HO Tan,E4CD9E,8,Tan,E4CD9E
1,1964,HO Tan,E4CD9E,8,Tan,E4CD9E
1,1958,HO Tan,E4CD9E,8,Tan,E4CD9E
1,2006,Light Tan,F3C988,8,Tan,E4CD9E
1,1995,Tan,E4CD9E,8,Tan,E4CD9E
1,1988,Tan,E4CD9E,8,Tan,E4CD9E
14258,2023,Reddish Brown,"582A12",7,Brown,"583927"
12356,2021,Reddish Brown,"582A12",7,Brown,"583927"
11549,2019,Reddish Brown,"582A12",7,Brown,"583927"
11289,2022,Reddish Brown,"582A12",7,Brown,"583927"
10925,2020,Reddish Brown,"582A12",7,Brown,"583927"
10156,2024,Reddish Brown,"582A12",7,Brown,"583927"
9284,2018,Reddish Brown,"582A12",7,Brown,"583927"
7812,2017,Reddish Brown,"582A12",7,Brown,"583927"
6760,2014,Reddish Brown,"582A12",7,Brown,"583927"
6366,2016,Reddish Brown,"582A12",7,Brown,"583927"
5375,2023,Medium Nougat,AA7D55,7,Brown,"583927"
5208,2013,Reddish Brown,"582A12",7,Brown,"583927"
5181,2012,Reddish Brown,"582A12",7,Brown,"583927"
5089,2015,Reddish Brown,"582A12",7,Brown,"583927"
4786,2011,Reddish Brown,"582A12",7,Brown,"583927"
4310,2022,Medium Nougat,AA7D55,7,Brown,"583927"
3989,2005,Reddish Brown,"582A12",7,Brown,"583927"
3946,2024,Medium Nougat,AA7D55,7,Brown,"583927"
3895,2010,Reddish Brown,"582A12",7,Brown,"583927"
3773,2021,Medium Nougat,AA7D55,7,Brown,"583927"
3742,2009,Reddish Brown,"582A12",7,Brown,"583927"
3274,2020,Medium Nougat,AA7D55,7,Brown,"583927"
2525,2023,Dark Brown,"352100",7,Brown,"583927"
2319,2019,Medium Nougat,AA7D55,7,Brown,"583927"
2305,2008,Reddish Brown,"582A12",7,Brown,"583927"
2223,1963,Modulex Brown,"907450",7,Brown,"583927"
1958,2020,Dark Brown,"352100",7,Brown,"583927"
1819,2007,Reddish Brown,"582A12",7,Brown,"583927"
1782,2006,Reddish Brown,"582A12",7,Brown,"583927"
1702,2021,Dark Brown,"352100",7,Brown,"583927"
1695,2019,Dark Brown,"352100",7,Brown,"583927"
1626,1963,Modulex Buff,DEC69C,7,Brown,"583927"
1622,1963,Modulex Terracotta,"5C5030",7,Brown,"583927"
1600,2017,Medium Nougat,AA7D55,7,Brown,"583927"
1479,2024,Dark Brown,"352100",7,Brown,"583927"
1373,2022,Dark Brown,"352100",7,Brown,"583927"
1356,2003,Brown,"583927",7,Brown,"583927"
1350,2002,Brown,"583927",7,Brown,"583927"
1224,2004,Reddish Brown,"582A12",7,Brown,"583927"
1206,2018,Medium Nougat,AA7D55,7,Brown,"583927"
1170,2022,Light Nougat,F6D7B3,7,Brown,"583927"
1168,2023,Light Nougat,F6D7B3,7,Brown,"583927"
1061,1996,Brown,"583927",7,Brown,"583927"
1053,2016,Medium Nougat,AA7D55,7,Brown,"583927"
1001,2017,Dark Brown,"352100",7,Brown,"583927"
970,2001,Brown,"583927",7,Brown,"583927"
915,2015,Dark Brown,"352100",7,Brown,"583927"
874,2016,Trans-Brown,"635F52",7,Brown,"583927"
841,2013,Dark Brown,"352100",7,Brown,"583927"
786,2012,Dark Brown,"352100",7,Brown,"583927"
771,2014,Dark Brown,"352100",7,Brown,"583927"
749,2022,Nougat,D09168,7,Brown,"583927"
710,2000,Brown,"583927",7,Brown,"583927"
687,2013,Trans-Brown,"635F52",7,Brown,"583927"
660,2010,Dark Brown,"352100",7,Brown,"583927"
649,2016,Dark Brown,"352100",7,Brown,"583927"
649,2020,Trans-Brown,"635F52",7,Brown,"583927"
629,2018,Dark Brown,"352100",7,Brown,"583927"
619,2022,Trans-Brown,"635F52",7,Brown,"583927"
564,2015,Trans-Brown,"635F52",7,Brown,"583927"
546,2015,Medium Nougat,AA7D55,7,Brown,"583927"
514,1998,Brown,"583927",7,Brown,"583927"
513,1989,Brown,"583927",7,Brown,"583927"
508,2006,Trans-Brown,"635F52",7,Brown,"583927"
498,2014,Medium Nougat,AA7D55,7,Brown,"583927"
483,2021,Trans-Brown,"635F52",7,Brown,"583927"
468,1997,Brown,"583927",7,Brown,"583927"
456,2019,Trans-Brown,"635F52",7,Brown,"583927"
433,2018,Trans-Brown,"635F52",7,Brown,"583927"
425,2017,Trans-Brown,"635F52",7,Brown,"583927"
420,2011,Dark Brown,"352100",7,Brown,"583927"
365,2004,Brown,"583927",7,Brown,"583927"
356,2014,Trans-Brown,"635F52",7,Brown,"583927"
354,2021,Light Nougat,F6D7B3,7,Brown,"583927"
352,2012,Trans-Brown,"635F52",7,Brown,"583927"
345,2010,Medium Nougat,AA7D55,7,Brown,"583927"
337,2010,Trans-Brown,"635F52",7,Brown,"583927"
313,1999,Brown,"583927",7,Brown,"583927"
291,2009,Dark Brown,"352100",7,Brown,"583927"
288,2008,Trans-Brown,"635F52",7,Brown,"583927"
281,2023,Trans-Brown,"635F52",7,Brown,"583927"
266,1993,Brown,"583927",7,Brown,"583927"
265,2008,Dark Brown,"352100",7,Brown,"583927"
259,2004,Trans-Brown,"635F52",7,Brown,"583927"
257,2003,Trans-Brown,"635F52",7,Brown,"583927"
253,2005,Brown,"583927",7,Brown,"583927"
240,2005,Trans-Brown,"635F52",7,Brown,"583927"
240,2023,Nougat,D09168,7,Brown,"583927"
239,2007,Trans-Brown,"635F52",7,Brown,"583927"
237,2012,Medium Nougat,AA7D55,7,Brown,"583927"
231,2024,Light Nougat,F6D7B3,7,Brown,"583927"
219,1992,Brown,"583927",7,Brown,"583927"
210,2009,Trans-Brown,"635F52",7,Brown,"583927"
197,1995,Brown,"583927",7,Brown,"583927"
191,2013,Medium Nougat,AA7D55,7,Brown,"583927"
183,1994,Brown,"583927",7,Brown,"583927"
181,1991,Brown,"583927",7,Brown,"583927"
166,2011,Trans-Brown,"635F52",7,Brown,"583927"
161,1963,Modulex Tile Brown,"330000",7,Brown,"583927"
135,2024,Nougat,D09168,7,Brown,"583927"
129,1990,Brown,"583927",7,Brown,"583927"
101,2021,Trans-Brown Opal,"583927",7,Brown,"583927"
100,2021,Nougat,D09168,7,Brown,"583927"
94,2024,Trans-Brown,"635F52",7,Brown,"583927"
87,1985,Brown,"583927",7,Brown,"583927"
80,1986,Brown,"583927",7,Brown,"583927"
77,2002,Trans-Brown,"635F52",7,Brown,"583927"
73,2005,Light Brown,"7C503A",7,Brown,"583927"
65,2020,Nougat,D09168,7,Brown,"583927"
63,1987,Brown,"583927",7,Brown,"583927"
60,2006,Brown,"583927",7,Brown,"583927"
56,1988,Brown,"583927",7,Brown,"583927"
54,1984,Brown,"583927",7,Brown,"583927"
52,1999,Nougat,D09168,7,Brown,"583927"
50,1997,Nougat,D09168,7,Brown,"583927"
48,2006,Light Brown,"7C503A",7,Brown,"583927"
48,2020,Trans-Brown Opal,"583927",7,Brown,"583927"
46,2004,Light Brown,"7C503A",7,Brown,"583927"
39,1998,Nougat,D09168,7,Brown,"583927"
38,2001,Trans-Brown,"635F52",7,Brown,"583927"
37,1978,Brown,"583927",7,Brown,"583927"
35,2011,Medium Nougat,AA7D55,7,Brown,"583927"
32,2014,Nougat,D09168,7,Brown,"583927"
28,2005,Nougat,D09168,7,Brown,"583927"
26,1979,Brown,"583927",7,Brown,"583927"
23,2001,Nougat,D09168,7,Brown,"583927"
21,2013,Light Nougat,F6D7B3,7,Brown,"583927"
21,2000,Nougat,D09168,7,Brown,"583927"
20,2002,Nougat,D09168,7,Brown,"583927"
20,2023,Trans-Brown Opal,"583927",7,Brown,"583927"
20,1982,Brown,"583927",7,Brown,"583927"
17,2004,Nougat,D09168,7,Brown,"583927"
16,1996,Nougat,D09168,7,Brown,"583927"
16,2000,Trans-Brown,"635F52",7,Brown,"583927"
15,1982,Fabuland Brown,B67B50,7,Brown,"583927"
14,1980,Brown,"583927",7,Brown,"583927"
14,2020,Light Nougat,F6D7B3,7,Brown,"583927"
13,2010,Nougat,D09168,7,Brown,"583927"
13,2005,Pearl Brown,"57392C",7,Brown,"583927"
12,2003,Pearl Brown,"57392C",7,Brown,"583927"
12,2017,Nougat,D09168,7,Brown,"583927"
12,1987,Fabuland Brown,B67B50,7,Brown,"583927"
11,1976,Brown,"583927",7,Brown,"583927"
10,2017,Light Nougat,F6D7B3,7,Brown,"583927"
10,2007,Nougat,D09168,7,Brown,"583927"
10,2005,Light Nougat,F6D7B3,7,Brown,"583927"
10,1981,Brown,"583927",7,Brown,"583927"
10,2022,Medium Brown,"755945",7,Brown,"583927"
9,1985,Fabuland Brown,B67B50,7,Brown,"583927"
9,2008,Nougat,D09168,7,Brown,"583927"
9,1983,Brown,"583927",7,Brown,"583927"
9,2006,Pearl Brown,"57392C",7,Brown,"583927"
7,1999,Trans-Brown,"635F52",7,Brown,"583927"
7,1975,Brown,"583927",7,Brown,"583927"
7,2016,Nougat,D09168,7,Brown,"583927"
7,2015,Light Nougat,F6D7B3,7,Brown,"583927"
6,2018,Nougat,D09168,7,Brown,"583927"
6,1985,Nougat,D09168,7,Brown,"583927"
6,2014,Light Nougat,F6D7B3,7,Brown,"583927"
6,1977,Brown,"583927",7,Brown,"583927"
6,1974,Brown,"583927",7,Brown,"583927"
5,1986,Fabuland Brown,B67B50,7,Brown,"583927"
5,2003,Nougat,D09168,7,Brown,"583927"
5,1991,Nougat,D09168,7,Brown,"583927"
5,1986,Nougat,D09168,7,Brown,"583927"
5,2016,Light Nougat,F6D7B3,7,Brown,"583927"
5,2004,Dark Nougat,AD6140,7,Brown,"583927"
4,2006,Nougat,D09168,7,Brown,"583927"
4,2010,Light Nougat,F6D7B3,7,Brown,"583927"
4,2018,Light Nougat,F6D7B3,7,Brown,"583927"
4,1984,Fabuland Brown,B67B50,7,Brown,"583927"
3,1988,Fabuland Brown,B67B50,7,Brown,"583927"
3,2023,Medium Brown,"755945",7,Brown,"583927"
3,1991,Fabuland Brown,B67B50,7,Brown,"583927"
3,2024,Medium Brown,"755945",7,Brown,"583927"
3,2012,Light Nougat,F6D7B3,7,Brown,"583927"
3,2003,Reddish Brown,"582A12",7,Brown,"583927"
2,1983,Fabuland Brown,B67B50,7,Brown,"583927"
2,1994,Nougat,D09168,7,Brown,"583927"
2,2011,Nougat,D09168,7,Brown,"583927"
2,2001,Dark Nougat,AD6140,7,Brown,"583927"
2,1979,Nougat,D09168,7,Brown,"583927"
2,2004,Light Nougat,F6D7B3,7,Brown,"583927"
1,1990,Fabuland Brown,B67B50,7,Brown,"583927"
1,2008,Medium Nougat,AA7D55,7,Brown,"583927"
1,1980,Nougat,D09168,7,Brown,"583927"
1,2019,Nougat,D09168,7,Brown,"583927"
1,1989,Nougat,D09168,7,Brown,"583927"
1,2013,Nougat,D09168,7,Brown,"583927"
1,2015,Nougat,D09168,7,Brown,"583927"
1,2012,Nougat,D09168,7,Brown,"583927"
1,2004,Pearl Brown,"57392C",7,Brown,"583927"
1,2002,Dark Nougat,AD6140,7,Brown,"583927"
1,1957,HO Light Brown,"965336",7,Brown,"583927"
1,1990,Nougat,D09168,7,Brown,"583927"
1,1982,Nougat,D09168,7,Brown,"583927"
1,1993,Nougat,D09168,7,Brown,"583927"
1,2011,Light Nougat,F6D7B3,7,Brown,"583927"
1,2008,Light Nougat,F6D7B3,7,Brown,"583927"
1,1979,Fabuland Brown,B67B50,7,Brown,"583927"
9399,2020,Yellow,F2CD37,6,Yellow,F2CD37
9131,2021,Yellow,F2CD37,6,Yellow,F2CD37
8845,2022,Yellow,F2CD37,6,Yellow,F2CD37
7926,2023,Yellow,F2CD37,6,Yellow,F2CD37
6715,1998,Yellow,F2CD37,6,Yellow,F2CD37
6049,2016,Yellow,F2CD37,6,Yellow,F2CD37
5949,2005,Yellow,F2CD37,6,Yellow,F2CD37
5842,2010,Yellow,F2CD37,6,Yellow,F2CD37
5671,2019,Yellow,F2CD37,6,Yellow,F2CD37
5511,2009,Yellow,F2CD37,6,Yellow,F2CD37
5115,2018,Yellow,F2CD37,6,Yellow,F2CD37
5056,2024,Yellow,F2CD37,6,Yellow,F2CD37
4874,2014,Yellow,F2CD37,6,Yellow,F2CD37
4859,2007,Yellow,F2CD37,6,Yellow,F2CD37
4859,2015,Yellow,F2CD37,6,Yellow,F2CD37
4656,2017,Yellow,F2CD37,6,Yellow,F2CD37
4651,2013,Yellow,F2CD37,6,Yellow,F2CD37
4608,2006,Yellow,F2CD37,6,Yellow,F2CD37
4195,2008,Yellow,F2CD37,6,Yellow,F2CD37
4137,2004,Yellow,F2CD37,6,Yellow,F2CD37
4134,2012,Yellow,F2CD37,6,Yellow,F2CD37
3915,2003,Yellow,F2CD37,6,Yellow,F2CD37
3903,1997,Yellow,F2CD37,6,Yellow,F2CD37
3882,2011,Yellow,F2CD37,6,Yellow,F2CD37
3569,1996,Yellow,F2CD37,6,Yellow,F2CD37
3445,1999,Yellow,F2CD37,6,Yellow,F2CD37
3362,1995,Yellow,F2CD37,6,Yellow,F2CD37
3151,2002,Yellow,F2CD37,6,Yellow,F2CD37
2915,1991,Yellow,F2CD37,6,Yellow,F2CD37
2748,2000,Yellow,F2CD37,6,Yellow,F2CD37
2695,2001,Yellow,F2CD37,6,Yellow,F2CD37
2352,1978,Yellow,F2CD37,6,Yellow,F2CD37
2261,1989,Yellow,F2CD37,6,Yellow,F2CD37
2217,1985,Yellow,F2CD37,6,Yellow,F2CD37
1962,1987,Yellow,F2CD37,6,Yellow,F2CD37
1934,1986,Yellow,F2CD37,6,Yellow,F2CD37
1922,1990,Yellow,F2CD37,6,Yellow,F2CD37
1730,1977,Yellow,F2CD37,6,Yellow,F2CD37
1694,1976,Yellow,F2CD37,6,Yellow,F2CD37
1673,2023,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
1632,1979,Yellow,F2CD37,6,Yellow,F2CD37
1596,2020,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
1581,1994,Yellow,F2CD37,6,Yellow,F2CD37
1542,1993,Yellow,F2CD37,6,Yellow,F2CD37
1539,1981,Yellow,F2CD37,6,Yellow,F2CD37
1538,1980,Yellow,F2CD37,6,Yellow,F2CD37
1458,1988,Yellow,F2CD37,6,Yellow,F2CD37
1384,2022,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
1370,2024,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
1329,1992,Yellow,F2CD37,6,Yellow,F2CD37
1282,2021,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
1107,1963,Modulex Ochre Yellow,FED557,6,Yellow,F2CD37
925,1982,Yellow,F2CD37,6,Yellow,F2CD37
919,1984,Yellow,F2CD37,6,Yellow,F2CD37
900,1973,Yellow,F2CD37,6,Yellow,F2CD37
863,2017,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
821,1975,Yellow,F2CD37,6,Yellow,F2CD37
801,2018,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
717,2023,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
647,1972,Yellow,F2CD37,6,Yellow,F2CD37
643,2014,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
642,1983,Yellow,F2CD37,6,Yellow,F2CD37
632,2015,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
622,2020,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
618,1969,Yellow,F2CD37,6,Yellow,F2CD37
612,1968,Yellow,F2CD37,6,Yellow,F2CD37
589,1974,Yellow,F2CD37,6,Yellow,F2CD37
586,2016,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
575,2022,Vibrant Yellow,EBD800,6,Yellow,F2CD37
571,2022,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
536,2024,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
528,1966,Yellow,F2CD37,6,Yellow,F2CD37
466,2019,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
459,2021,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
455,2013,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
453,2023,Vibrant Yellow,EBD800,6,Yellow,F2CD37
411,1967,Yellow,F2CD37,6,Yellow,F2CD37
409,2010,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
392,2011,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
386,1971,Yellow,F2CD37,6,Yellow,F2CD37
370,2007,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
366,1970,Yellow,F2CD37,6,Yellow,F2CD37
352,2009,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
349,1962,Yellow,F2CD37,6,Yellow,F2CD37
328,2006,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
328,2019,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
319,2012,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
311,2018,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
271,2008,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
257,2024,Vibrant Yellow,EBD800,6,Yellow,F2CD37
255,2003,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
224,1958,Yellow,F2CD37,6,Yellow,F2CD37
203,1996,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
202,1991,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
199,1961,Yellow,F2CD37,6,Yellow,F2CD37
188,1955,Yellow,F2CD37,6,Yellow,F2CD37
183,1999,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
180,2005,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
175,2004,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
168,2017,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
162,1992,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
158,1986,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
149,1993,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
139,1990,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
138,1998,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
137,1989,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
135,1985,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
131,1995,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
130,1963,Yellow,F2CD37,6,Yellow,F2CD37
125,2015,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
125,1965,Yellow,F2CD37,6,Yellow,F2CD37
117,1994,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
111,1979,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
109,2002,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
106,1949,Yellow,F2CD37,6,Yellow,F2CD37
103,1987,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
102,2014,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
100,1984,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
94,1980,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
94,2000,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
91,2004,Trans-Neon Yellow,DAB000,6,Yellow,F2CD37
87,2002,Light Yellow,FBE696,6,Yellow,F2CD37
82,1997,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
70,1988,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
69,2016,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
68,1964,Yellow,F2CD37,6,Yellow,F2CD37
63,2003,Trans-Neon Yellow,DAB000,6,Yellow,F2CD37
61,1981,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
57,2001,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
53,2001,Light Yellow,FBE696,6,Yellow,F2CD37
49,2013,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
43,1997,Light Yellow,FBE696,6,Yellow,F2CD37
43,1982,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
43,1983,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
38,1999,Light Yellow,FBE696,6,Yellow,F2CD37
34,2006,Trans-Fire Yellow,FBE890,6,Yellow,F2CD37
32,2004,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
31,2000,Light Yellow,FBE696,6,Yellow,F2CD37
30,1960,Yellow,F2CD37,6,Yellow,F2CD37
27,2006,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
27,1998,Light Yellow,FBE696,6,Yellow,F2CD37
26,1953,Yellow,F2CD37,6,Yellow,F2CD37
24,1949,Vintage Yellow,F3C305,6,Yellow,F2CD37
23,1994,Light Yellow,FBE696,6,Yellow,F2CD37
21,2005,Trans-Neon Yellow,DAB000,6,Yellow,F2CD37
21,2012,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
20,1957,Yellow,F2CD37,6,Yellow,F2CD37
19,1996,Light Yellow,FBE696,6,Yellow,F2CD37
18,1954,Yellow,F2CD37,6,Yellow,F2CD37
16,2004,Clikits Yellow,FFCF0B,6,Yellow,F2CD37
16,2003,Light Yellow,FBE696,6,Yellow,F2CD37
13,2005,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
12,2007,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
10,2001,Trans-Neon Yellow,DAB000,6,Yellow,F2CD37
8,1963,Modulex Light Yellow,FFE371,6,Yellow,F2CD37
7,2010,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
6,2003,Clikits Yellow,FFCF0B,6,Yellow,F2CD37
6,2024,Trans-Yellow Opal,F5CD2F,6,Yellow,F2CD37
6,1956,Yellow,F2CD37,6,Yellow,F2CD37
5,2009,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
5,1992,Duplo Lime,FFF230,6,Yellow,F2CD37
4,2005,Trans-Fire Yellow,FBE890,6,Yellow,F2CD37
4,1978,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
4,2004,Light Yellow,FBE696,6,Yellow,F2CD37
4,2005,Light Yellow,FBE696,6,Yellow,F2CD37
3,2003,Trans-Fire Yellow,FBE890,6,Yellow,F2CD37
2,1995,Light Yellow,FBE696,6,Yellow,F2CD37
2,2011,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
2,2002,Trans-Neon Yellow,DAB000,6,Yellow,F2CD37
2,1969,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
1,1993,Light Yellow,FBE696,6,Yellow,F2CD37
1,1958,HO Light Yellow,f5fab7,6,Yellow,F2CD37
10411,2021,Blue,"0055BF",5,Blue,"0055BF"
9424,2020,Blue,"0055BF",5,Blue,"0055BF"
9254,2022,Blue,"0055BF",5,Blue,"0055BF"
8458,2019,Blue,"0055BF",5,Blue,"0055BF"
7747,2018,Blue,"0055BF",5,Blue,"0055BF"
7619,2023,Blue,"0055BF",5,Blue,"0055BF"
7436,2017,Blue,"0055BF",5,Blue,"0055BF"
7001,2016,Blue,"0055BF",5,Blue,"0055BF"
6707,2014,Blue,"0055BF",5,Blue,"0055BF"
6523,2015,Blue,"0055BF",5,Blue,"0055BF"
6293,2010,Blue,"0055BF",5,Blue,"0055BF"
5936,1998,Blue,"0055BF",5,Blue,"0055BF"
5537,2006,Blue,"0055BF",5,Blue,"0055BF"
5428,2013,Blue,"0055BF",5,Blue,"0055BF"
5415,2009,Blue,"0055BF",5,Blue,"0055BF"
5175,2023,Dark Blue,"0A3463",5,Blue,"0055BF"
5144,2008,Blue,"0055BF",5,Blue,"0055BF"
4848,2022,Dark Blue,"0A3463",5,Blue,"0055BF"
4761,2021,Dark Blue,"0A3463",5,Blue,"0055BF"
4645,2004,Blue,"0055BF",5,Blue,"0055BF"
4623,2012,Blue,"0055BF",5,Blue,"0055BF"
4608,2005,Blue,"0055BF",5,Blue,"0055BF"
4600,2024,Blue,"0055BF",5,Blue,"0055BF"
4519,2021,Medium Azure,"36AEBF",5,Blue,"0055BF"
4476,2019,Dark Blue,"0A3463",5,Blue,"0055BF"
4332,2011,Blue,"0055BF",5,Blue,"0055BF"
4161,2003,Blue,"0055BF",5,Blue,"0055BF"
4106,2007,Blue,"0055BF",5,Blue,"0055BF"
3766,2024,Dark Blue,"0A3463",5,Blue,"0055BF"
3314,2020,Dark Blue,"0A3463",5,Blue,"0055BF"
3173,2023,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
3137,2018,Dark Blue,"0A3463",5,Blue,"0055BF"
3111,2002,Blue,"0055BF",5,Blue,"0055BF"
3075,1999,Blue,"0055BF",5,Blue,"0055BF"
2951,2023,Medium Azure,"36AEBF",5,Blue,"0055BF"
2807,1996,Blue,"0055BF",5,Blue,"0055BF"
2719,2021,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
2657,2015,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
2627,2020,Medium Azure,"36AEBF",5,Blue,"0055BF"
2595,1997,Blue,"0055BF",5,Blue,"0055BF"
2585,2022,Medium Azure,"36AEBF",5,Blue,"0055BF"
2582,1995,Blue,"0055BF",5,Blue,"0055BF"
2571,2001,Blue,"0055BF",5,Blue,"0055BF"
2490,1985,Blue,"0055BF",5,Blue,"0055BF"
2411,2000,Blue,"0055BF",5,Blue,"0055BF"
2359,2022,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
2276,2023,Dark Azure,"078BC9",5,Blue,"0055BF"
2208,2019,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
2183,2017,Dark Blue,"0A3463",5,Blue,"0055BF"
2085,2022,Dark Azure,"078BC9",5,Blue,"0055BF"
1993,2017,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
1923,2015,Dark Blue,"0A3463",5,Blue,"0055BF"
1922,2020,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
