"quantity","year","color_name","color_rgb","color_group_id","color_group_name","color_group_rgb"
225,2006,Trans-Neon Orange,FF800D,10,Orange,FE8A18
217,2004,Trans-Neon Orange,FF800D,10,Orange,FE8A18
214,2005,Bright Light Orange,F8BB3D,10,Orange,FE8A18
213,2009,Trans-Neon Orange,FF800D,10,Orange,FE8A18
213,2013,Dark Orange,A95500,10,Orange,FE8A18
212,2003,Dark Orange,A95500,10,Orange,FE8A18
205,2008,Trans-Neon Orange,FF800D,10,Orange,FE8A18
200,2010,Trans-Neon Orange,FF800D,10,Orange,FE8A18
196,2000,Trans-Neon Orange,FF800D,10,Orange,FE8A18
196,2002,Trans-Neon Orange,FF800D,10,Orange,FE8A18
179,2011,Trans-Neon Orange,FF800D,10,Orange,FE8A18
171,1999,Orange,FE8A18,10,Orange,FE8A18
166,1993,Trans-Neon Orange,FF800D,10,Orange,FE8A18
164,1999,Trans-Neon Orange,FF800D,10,Orange,FE8A18
160,1996,Trans-Neon Orange,FF800D,10,Orange,FE8A18
158,2012,Trans-Neon Orange,FF800D,10,Orange,FE8A18
155,2006,Trans-Orange,F08F1C,10,Orange,FE8A18
151,2010,Dark Orange,A95500,10,Orange,FE8A18
149,2005,Trans-Orange,F08F1C,10,Orange,FE8A18
148,2003,Medium Orange,FFA70B,10,Orange,FE8A18
147,2007,Trans-Neon Orange,FF800D,10,Orange,FE8A18
145,2015,Trans-Neon Orange,FF800D,10,Orange,FE8A18
132,1997,Trans-Neon Orange,FF800D,10,Orange,FE8A18
130,1998,Orange,FE8A18,10,Orange,FE8A18
122,2009,Bright Light Orange,F8BB3D,10,Orange,FE8A18
118,2006,Bright Light Orange,F8BB3D,10,Orange,FE8A18
118,2002,Dark Orange,A95500,10,Orange,FE8A18
109,2010,Bright Light Orange,F8BB3D,10,Orange,FE8A18
107,2011,Bright Light Orange,F8BB3D,10,Orange,FE8A18
95,2002,Medium Orange,FFA70B,10,Orange,FE8A18
90,2007,Dark Orange,A95500,10,Orange,FE8A18
89,2003,Trans-Flame Yellowish Orange,FCB76D,10,Orange,FE8A18
88,2006,Dark Orange,A95500,10,Orange,FE8A18
86,1998,Trans-Neon Orange,FF800D,10,Orange,FE8A18
84,2013,Trans-Neon Orange,FF800D,10,Orange,FE8A18
81,2008,Bright Light Orange,F8BB3D,10,Orange,FE8A18
77,2009,Dark Orange,A95500,10,Orange,FE8A18
76,1995,Trans-Neon Orange,FF800D,10,Orange,FE8A18
71,1998,Medium Orange,FFA70B,10,Orange,FE8A18
69,2007,Bright Light Orange,F8BB3D,10,Orange,FE8A18
67,2004,Trans-Flame Yellowish Orange,FCB76D,10,Orange,FE8A18
65,2003,Trans-Orange,F08F1C,10,Orange,FE8A18
59,2004,Medium Orange,FFA70B,10,Orange,FE8A18
58,2008,Dark Orange,A95500,10,Orange,FE8A18
55,2019,Trans-Neon Orange,FF800D,10,Orange,FE8A18
53,2001,Dark Orange,A95500,10,Orange,FE8A18
29,2000,Dark Orange,A95500,10,Orange,FE8A18
29,2005,Trans-Flame Yellowish Orange,FCB76D,10,Orange,FE8A18
29,2006,Trans-Flame Yellowish Orange,FCB76D,10,Orange,FE8A18
28,2004,Bright Light Orange,F8BB3D,10,Orange,FE8A18
27,2001,Medium Orange,FFA70B,10,Orange,FE8A18
26,1963,Modulex Orange,F47B30,10,Orange,FE8A18
26,1997,Dark Orange,A95500,10,Orange,FE8A18
23,1999,Dark Orange,A95500,10,Orange,FE8A18
22,2000,Medium Orange,FFA70B,10,Orange,FE8A18
22,1994,Trans-Neon Orange,FF800D,10,Orange,FE8A18
21,2005,Medium Orange,FFA70B,10,Orange,FE8A18
20,1997,Earth Orange,FA9C1C,10,Orange,FE8A18
20,1998,Light Orange,F9BA61,10,Orange,FE8A18
20,2004,Warm Yellowish Orange,FFCB78,10,Orange,FE8A18
18,2022,Trans-Neon Orange,FF800D,10,Orange,FE8A18
17,2000,Light Orange,F9BA61,10,Orange,FE8A18
17,1998,Dark Orange,A95500,10,Orange,FE8A18
15,2000,Very Light Orange,F3CF9B,10,Orange,FE8A18
15,2004,Earth Orange,FA9C1C,10,Orange,FE8A18
14,1998,Earth Orange,FA9C1C,10,Orange,FE8A18
14,1997,Medium Orange,FFA70B,10,Orange,FE8A18
14,1982,Earth Orange,FA9C1C,10,Orange,FE8A18
14,2003,Bright Reddish Orange,EE5434,10,Orange,FE8A18
13,2021,Trans-Neon Orange,FF800D,10,Orange,FE8A18
12,2000,Earth Orange,FA9C1C,10,Orange,FE8A18
12,1990,Earth Orange,FA9C1C,10,Orange,FE8A18
12,2005,Earth Orange,FA9C1C,10,Orange,FE8A18
11,1999,Medium Orange,FFA70B,10,Orange,FE8A18
11,2002,Earth Orange,FA9C1C,10,Orange,FE8A18
11,1999,Earth Orange,FA9C1C,10,Orange,FE8A18
9,2004,Curry,DD982E,10,Orange,FE8A18
9,1999,Light Orange,F9BA61,10,Orange,FE8A18
8,2002,Light Orange,F9BA61,10,Orange,FE8A18
8,1986,Fabuland Red,FF8014,10,Orange,FE8A18
7,1963,Modulex Light Orange,F7AD63,10,Orange,FE8A18
6,2006,Medium Orange,FFA70B,10,Orange,FE8A18
6,1997,Orange,FE8A18,10,Orange,FE8A18
6,2003,Light Orange,F9BA61,10,Orange,FE8A18
6,1985,Fabuland Red,FF8014,10,Orange,FE8A18
6,2003,Earth Orange,FA9C1C,10,Orange,FE8A18
5,2007,Medium Orange,FFA70B,10,Orange,FE8A18
5,1993,Earth Orange,FA9C1C,10,Orange,FE8A18
4,1991,Fabuland Red,FF8014,10,Orange,FE8A18
4,1987,Fabuland Orange,EF9121,10,Orange,FE8A18
4,2003,Bright Light Orange,F8BB3D,10,Orange,FE8A18
4,1994,Earth Orange,FA9C1C,10,Orange,FE8A18
3,1987,Earth Orange,FA9C1C,10,Orange,FE8A18
3,1985,Earth Orange,FA9C1C,10,Orange,FE8A18
3,1995,Earth Orange,FA9C1C,10,Orange,FE8A18
3,1996,Dark Orange,A95500,10,Orange,FE8A18
3,2001,Light Orange,F9BA61,10,Orange,FE8A18
3,2004,Light Orange,F9BA61,10,Orange,FE8A18
3,2001,Earth Orange,FA9C1C,10,Orange,FE8A18
2,2008,Medium Orange,FFA70B,10,Orange,FE8A18
2,1991,Earth Orange,FA9C1C,10,Orange,FE8A18
2,2002,Trans-Orange,F08F1C,10,Orange,FE8A18
2,1995,Dark Orange,A95500,10,Orange,FE8A18
2,1996,Medium Orange,FFA70B,10,Orange,FE8A18
2,2004,Bright Reddish Orange,EE5434,10,Orange,FE8A18
2,1994,Fabuland Red,FF8014,10,Orange,FE8A18
2,1994,Dark Orange,A95500,10,Orange,FE8A18
1,1957,HO Earth Orange,bb771b,10,Orange,FE8A18
1,1989,Fabuland Red,FF8014,10,Orange,FE8A18
1,1986,Earth Orange,FA9C1C,10,Orange,FE8A18
1,2002,Very Light Orange,F3CF9B,10,Orange,FE8A18
1,1980,Fabuland Red,FF8014,10,Orange,FE8A18
1,2024,Trans-Neon Orange,FF800D,10,Orange,FE8A18
1,1983,Earth Orange,FA9C1C,10,Orange,FE8A18
1,1979,Fabuland Red,FF8014,10,Orange,FE8A18
1,1984,Earth Orange,FA9C1C,10,Orange,FE8A18
1,2023,Trans-Neon Orange,FF800D,10,Orange,FE8A18
1,2020,Glitter Trans-Orange,F08F1C,10,Orange,FE8A18
1,1983,Fabuland Orange,EF9121,10,Orange,FE8A18
1,2005,Curry,DD982E,10,Orange,FE8A18
1,1958,HO Earth Orange,bb771b,10,Orange,FE8A18
4950,2022,Green,"237841",9,Green,"237841"
4615,2023,Green,"237841",9,Green,"237841"
4363,2021,Green,"237841",9,Green,"237841"
3340,2018,Green,"237841",9,Green,"237841"
3144,2017,Green,"237841",9,Green,"237841"
3051,2021,Bright Green,"4B9F4A",9,Green,"237841"
3042,2020,Green,"237841",9,Green,"237841"
2951,2001,Green,"237841",9,Green,"237841"
2910,2023,Bright Green,"4B9F4A",9,Green,"237841"
2847,2000,Sand Green,A0BCAC,9,Green,"237841"
2743,2022,Bright Green,"4B9F4A",9,Green,"237841"
2729,2024,Green,"237841",9,Green,"237841"
2702,2010,Green,"237841",9,Green,"237841"
2700,2019,Green,"237841",9,Green,"237841"
2677,2023,Sand Green,A0BCAC,9,Green,"237841"
2621,2016,Green,"237841",9,Green,"237841"
2618,1998,Green,"237841",9,Green,"237841"
2515,2005,Green,"237841",9,Green,"237841"
2466,2021,Sand Green,A0BCAC,9,Green,"237841"
2405,2012,Green,"237841",9,Green,"237841"
2374,2013,Green,"237841",9,Green,"237841"
2351,2015,Green,"237841",9,Green,"237841"
2253,2014,Green,"237841",9,Green,"237841"
2118,2002,Green,"237841",9,Green,"237841"
2081,2006,Green,"237841",9,Green,"237841"
2029,2000,Green,"237841",9,Green,"237841"
2024,2003,Green,"237841",9,Green,"237841"
2005,2023,Dark Green,"184632",9,Green,"237841"
1966,2019,Sand Green,A0BCAC,9,Green,"237841"
1827,2004,Green,"237841",9,Green,"237841"
1783,2009,Green,"237841",9,Green,"237841"
1706,2024,Dark Green,"184632",9,Green,"237841"
1665,2017,Sand Green,A0BCAC,9,Green,"237841"
1639,2022,Dark Green,"184632",9,Green,"237841"
1638,2023,Olive Green,"9B9A5A",9,Green,"237841"
1621,2024,Bright Green,"4B9F4A",9,Green,"237841"
1585,2022,Sand Green,A0BCAC,9,Green,"237841"
1553,2021,Dark Green,"184632",9,Green,"237841"
1537,2008,Green,"237841",9,Green,"237841"
1526,1997,Green,"237841",9,Green,"237841"
1510,2011,Green,"237841",9,Green,"237841"
1509,2007,Green,"237841",9,Green,"237841"
1442,2019,Dark Green,"184632",9,Green,"237841"
1438,1999,Green,"237841",9,Green,"237841"
1264,2015,Dark Green,"184632",9,Green,"237841"
1264,2020,Sand Green,A0BCAC,9,Green,"237841"
1261,2018,Dark Green,"184632",9,Green,"237841"
1213,2020,Bright Green,"4B9F4A",9,Green,"237841"
1111,1963,Modulex Olive Green,"7C9051",9,Green,"237841"
1095,2024,Sand Green,A0BCAC,9,Green,"237841"
1084,2017,Dark Green,"184632",9,Green,"237841"
1072,2020,Dark Green,"184632",9,Green,"237841"
1056,2012,Dark Green,"184632",9,Green,"237841"
1044,2014,Olive Green,"9B9A5A",9,Green,"237841"
992,2024,Olive Green,"9B9A5A",9,Green,"237841"
963,2019,Bright Green,"4B9F4A",9,Green,"237841"
947,2019,Olive Green,"9B9A5A",9,Green,"237841"
901,1996,Green,"237841",9,Green,"237841"
883,2018,Sand Green,A0BCAC,9,Green,"237841"
796,2020,Olive Green,"9B9A5A",9,Green,"237841"
757,2013,Dark Green,"184632",9,Green,"237841"
703,2014,Dark Green,"184632",9,Green,"237841"
703,2022,Olive Green,"9B9A5A",9,Green,"237841"
697,2015,Bright Green,"4B9F4A",9,Green,"237841"
671,2016,Bright Green,"4B9F4A",9,Green,"237841"
655,2018,Bright Green,"4B9F4A",9,Green,"237841"
623,2008,Dark Green,"184632",9,Green,"237841"
616,2018,Olive Green,"9B9A5A",9,Green,"237841"
615,2021,Olive Green,"9B9A5A",9,Green,"237841"
608,2002,Sand Green,A0BCAC,9,Green,"237841"
592,2012,Sand Green,A0BCAC,9,Green,"237841"
573,2011,Dark Green,"184632",9,Green,"237841"
570,2016,Dark Green,"184632",9,Green,"237841"
565,2023,Yellowish Green,DFEEA5,9,Green,"237841"
541,2014,Bright Green,"4B9F4A",9,Green,"237841"
528,2010,Dark Green,"184632",9,Green,"237841"
524,2008,Sand Green,A0BCAC,9,Green,"237841"
516,2017,Bright Green,"4B9F4A",9,Green,"237841"
506,2012,Bright Green,"4B9F4A",9,Green,"237841"
505,2009,Dark Green,"184632",9,Green,"237841"
497,2017,Olive Green,"9B9A5A",9,Green,"237841"
491,2013,Olive Green,"9B9A5A",9,Green,"237841"
479,1995,Green,"237841",9,Green,"237841"
457,2008,Trans-Neon Green,F8F184,9,Green,"237841"
452,2016,Sand Green,A0BCAC,9,Green,"237841"
449,2022,Trans-Green,"84B68D",9,Green,"237841"
428,2016,Trans-Neon Green,F8F184,9,Green,"237841"
425,2020,Trans-Neon Green,F8F184,9,Green,"237841"
418,1998,Trans-Neon Green,F8F184,9,Green,"237841"
415,2004,Bright Green,"4B9F4A",9,Green,"237841"
411,2013,Bright Green,"4B9F4A",9,Green,"237841"
411,2015,Trans-Neon Green,F8F184,9,Green,"237841"
401,2022,Yellowish Green,DFEEA5,9,Green,"237841"
385,1994,Green,"237841",9,Green,"237841"
370,2006,Trans-Neon Green,F8F184,9,Green,"237841"
361,2011,Sand Green,A0BCAC,9,Green,"237841"
351,1997,Trans-Neon Green,F8F184,9,Green,"237841"
335,2008,Bright Green,"4B9F4A",9,Green,"237841"
335,1993,Green,"237841",9,Green,"237841"
315,2015,Yellowish Green,DFEEA5,9,Green,"237841"
313,2016,Trans-Green,"84B68D",9,Green,"237841"
297,2015,Trans-Bright Green,D9E4A7,9,Green,"237841"
297,2018,Trans-Bright Green,D9E4A7,9,Green,"237841"
293,2001,Trans-Neon Green,F8F184,9,Green,"237841"
289,2015,Sand Green,A0BCAC,9,Green,"237841"
289,2016,Trans-Bright Green,D9E4A7,9,Green,"237841"
289,2009,Bright Green,"4B9F4A",9,Green,"237841"
286,1985,Green,"237841",9,Green,"237841"
285,2010,Bright Green,"4B9F4A",9,Green,"237841"
284,1992,Green,"237841",9,Green,"237841"
284,2020,Yellowish Green,DFEEA5,9,Green,"237841"
283,2005,Bright Green,"4B9F4A",9,Green,"237841"
282,2015,Olive Green,"9B9A5A",9,Green,"237841"
281,2018,Trans-Green,"84B68D",9,Green,"237841"
279,2014,Sand Green,A0BCAC,9,Green,"237841"
279,2007,Bright Green,"4B9F4A",9,Green,"237841"
276,1990,Green,"237841",9,Green,"237841"
275,2006,Bright Green,"4B9F4A",9,Green,"237841"
274,2007,Trans-Neon Green,F8F184,9,Green,"237841"
267,2006,Dark Green,"184632",9,Green,"237841"
266,2012,Trans-Neon Green,F8F184,9,Green,"237841"
262,1991,Green,"237841",9,Green,"237841"
262,1989,Green,"237841",9,Green,"237841"
257,2002,Trans-Neon Green,F8F184,9,Green,"237841"
257,2023,Trans-Bright Green,D9E4A7,9,Green,"237841"
251,2021,Yellowish Green,DFEEA5,9,Green,"237841"
248,1999,Trans-Neon Green,F8F184,9,Green,"237841"
246,2005,Trans-Green,"84B68D",9,Green,"237841"
240,2005,Trans-Neon Green,F8F184,9,Green,"237841"
239,2003,Trans-Neon Green,F8F184,9,Green,"237841"
237,2017,Yellowish Green,DFEEA5,9,Green,"237841"
236,1987,Green,"237841",9,Green,"237841"
223,2013,Trans-Neon Green,F8F184,9,Green,"237841"
222,2021,Trans-Neon Green,F8F184,9,Green,"237841"
221,2017,Trans-Bright Green,D9E4A7,9,Green,"237841"
220,2005,Dark Green,"184632",9,Green,"237841"
219,2014,Trans-Bright Green,D9E4A7,9,Green,"237841"
217,2024,Trans-Bright Green,D9E4A7,9,Green,"237841"
215,2019,Trans-Green,"84B68D",9,Green,"237841"
214,1991,Trans-Neon Green,F8F184,9,Green,"237841"
213,2011,Bright Green,"4B9F4A",9,Green,"237841"
213,2015,Trans-Green,"84B68D",9,Green,"237841"
206,1986,Green,"237841",9,Green,"237841"
206,2004,Sand Green,A0BCAC,9,Green,"237841"
205,2012,Trans-Green,"84B68D",9,Green,"237841"
204,2009,Trans-Green,"84B68D",9,Green,"237841"
204,2017,Trans-Green,"84B68D",9,Green,"237841"
201,2003,Trans-Green,"84B68D",9,Green,"237841"
200,2003,Sand Green,A0BCAC,9,Green,"237841"
198,2005,Sand Green,A0BCAC,9,Green,"237841"
197,2022,Trans-Bright Green,D9E4A7,9,Green,"237841"
197,2014,Trans-Neon Green,F8F184,9,Green,"237841"
192,2014,Trans-Green,"84B68D",9,Green,"237841"
191,2020,Trans-Bright Green,D9E4A7,9,Green,"237841"
190,2000,Trans-Neon Green,F8F184,9,Green,"237841"
186,2010,Trans-Green,"84B68D",9,Green,"237841"
184,2021,Trans-Green,"84B68D",9,Green,"237841"
184,1962,Green,"237841",9,Green,"237841"
182,2003,Bright Green,"4B9F4A",9,Green,"237841"
181,2021,Trans-Bright Green,D9E4A7,9,Green,"237841"
180,2002,Bright Green,"4B9F4A",9,Green,"237841"
180,1998,Trans-Green,"84B68D",9,Green,"237841"
179,2019,Yellowish Green,DFEEA5,9,Green,"237841"
177,2019,Trans-Bright Green,D9E4A7,9,Green,"237841"
177,1988,Green,"237841",9,Green,"237841"
176,1996,Trans-Neon Green,F8F184,9,Green,"237841"
175,2010,Sand Green,A0BCAC,9,Green,"237841"
171,2016,Olive Green,"9B9A5A",9,Green,"237841"
170,2024,Yellowish Green,DFEEA5,9,Green,"237841"
169,2019,Trans-Neon Green,F8F184,9,Green,"237841"
166,2004,Dark Green,"184632",9,Green,"237841"
164,2022,Trans-Neon Green,F8F184,9,Green,"237841"
162,2007,Trans-Green,"84B68D",9,Green,"237841"
159,2018,Trans-Neon Green,F8F184,9,Green,"237841"
158,2020,Trans-Green,"84B68D",9,Green,"237841"
153,2011,Trans-Green,"84B68D",9,Green,"237841"
150,2009,Trans-Neon Green,F8F184,9,Green,"237841"
146,2013,Trans-Green,"84B68D",9,Green,"237841"
142,1949,Green,"237841",9,Green,"237841"
139,2007,Dark Green,"184632",9,Green,"237841"
136,2001,Sand Green,A0BCAC,9,Green,"237841"
135,1981,Green,"237841",9,Green,"237841"
134,2008,Trans-Green,"84B68D",9,Green,"237841"
131,1970,Green,"237841",9,Green,"237841"
127,2011,Trans-Neon Green,F8F184,9,Green,"237841"
125,2023,Trans-Green,"84B68D",9,Green,"237841"
123,2004,Trans-Green,"84B68D",9,Green,"237841"
119,1971,Green,"237841",9,Green,"237841"
118,2004,Trans-Neon Green,F8F184,9,Green,"237841"
113,1978,Green,"237841",9,Green,"237841"
111,1999,Bright Green,"4B9F4A",9,Green,"237841"
109,2005,Medium Green,"73DCA1",9,Green,"237841"
108,1990,Trans-Neon Green,F8F184,9,Green,"237841"
104,2017,Trans-Neon Green,F8F184,9,Green,"237841"
100,2002,Trans-Green,"84B68D",9,Green,"237841"
97,2024,Trans-Green,"84B68D",9,Green,"237841"
96,1979,Green,"237841",9,Green,"237841"
93,1995,Trans-Neon Green,F8F184,9,Green,"237841"
88,1980,Green,"237841",9,Green,"237841"
88,2000,Bright Green,"4B9F4A",9,Green,"237841"
87,1997,Medium Green,"73DCA1",9,Green,"237841"
82,1984,Green,"237841",9,Green,"237841"
81,2003,Medium Green,"73DCA1",9,Green,"237841"
80,1994,Medium Green,"73DCA1",9,Green,"237841"
80,1994,Trans-Neon Green,F8F184,9,Green,"237841"
78,2001,Trans-Green,"84B68D",9,Green,"237841"
78,1976,Green,"237841",9,Green,"237841"
77,2012,Trans-Bright Green,D9E4A7,9,Green,"237841"
76,1999,Trans-Green,"84B68D",9,Green,"237841"
75,2007,Sand Green,A0BCAC,9,Green,"237841"
74,1982,Green,"237841",9,Green,"237841"
73,1998,Bright Green,"4B9F4A",9,Green,"237841"
72,2000,Trans-Green,"84B68D",9,Green,"237841"
69,2013,Trans-Bright Green,D9E4A7,9,Green,"237841"
67,1997,Trans-Green,"84B68D",9,Green,"237841"
67,2012,Olive Green,"9B9A5A",9,Green,"237841"
67,1983,Green,"237841",9,Green,"237841"
64,1992,Trans-Green,"84B68D",9,Green,"237841"
60,2010,Trans-Bright Green,D9E4A7,9,Green,"237841"
59,1986,Trans-Green,"84B68D",9,Green,"237841"
58,2010,Trans-Neon Green,F8F184,9,Green,"237841"
58,2006,Trans-Green,"84B68D",9,Green,"237841"
58,1973,Green,"237841",9,Green,"237841"
57,2018,Yellowish Green,DFEEA5,9,Green,"237841"
57,2001,Bright Green,"4B9F4A",9,Green,"237841"
56,2016,Yellowish Green,DFEEA5,9,Green,"237841"
54,1995,Medium Green,"73DCA1",9,Green,"237841"
51,1969,Green,"237841",9,Green,"237841"
50,1997,Light Green,C2DAB8,9,Green,"237841"
49,2006,Sand Green,A0BCAC,9,Green,"237841"
48,1993,Trans-Green,"84B68D",9,Green,"237841"
48,1996,Trans-Green,"84B68D",9,Green,"237841"
48,2013,Sand Green,A0BCAC,9,Green,"237841"
48,1977,Green,"237841",9,Green,"237841"
46,1966,Green,"237841",9,Green,"237841"
44,2003,Trans-Light Bright Green,C9E788,9,Green,"237841"
43,1998,Medium Green,"73DCA1",9,Green,"237841"
41,2004,Trans-Light Bright Green,C9E788,9,Green,"237841"
41,1996,Medium Green,"73DCA1",9,Green,"237841"
39,1985,Trans-Green,"84B68D",9,Green,"237841"
38,1979,Trans-Green,"84B68D",9,Green,"237841"
38,1991,Trans-Green,"84B68D",9,Green,"237841"
37,1987,Trans-Green,"84B68D",9,Green,"237841"
37,1975,Green,"237841",9,Green,"237841"
36,1967,Green,"237841",9,Green,"237841"
35,1963,Modulex Pastel Green,"7DB538",9,Green,"237841"
34,1993,Trans-Neon Green,F8F184,9,Green,"237841"
33,2005,Trans-Light Green,"94E5AB",9,Green,"237841"
33,1997,Bright Green,"4B9F4A",9,Green,"237841"
32,1999,Dark Green,"184632",9,Green,"237841"
32,1949,Vintage Green,"1E601E",9,Green,"237841"
30,2022,Trans-Green Opal,"84B68D",9,Green,"237841"
30,2003,Pearl Lime,"6A7944",9,Green,"237841"
28,2000,Medium Green,"73DCA1",9,Green,"237841"
27,1998,Light Green,C2DAB8,9,Green,"237841"
27,2005,Trans-Light Bright Green,C9E788,9,Green,"237841"
26,1953,Green,"237841",9,Green,"237841"
26,1990,Trans-Green,"84B68D",9,Green,"237841"
25,1980,Trans-Green,"84B68D",9,Green,"237841"
23,2001,Metallic Green,"899B5F",9,Green,"237841"
23,2005,Light Green,C2DAB8,9,Green,"237841"
22,1972,Green,"237841",9,Green,"237841"
22,1958,Green,"237841",9,Green,"237841"
22,1981,Trans-Green,"84B68D",9,Green,"237841"
22,2023,Trans-Green Opal,"84B68D",9,Green,"237841"
21,1983,Trans-Green,"84B68D",9,Green,"237841"
20,1995,Trans-Green,"84B68D",9,Green,"237841"
19,1984,Trans-Green,"84B68D",9,Green,"237841"
18,1994,Trans-Green,"84B68D",9,Green,"237841"
17,2006,Trans-Light Bright Green,C9E788,9,Green,"237841"
17,2004,Medium Green,"73DCA1",9,Green,"237841"
16,1993,Light Green,C2DAB8,9,Green,"237841"
15,1988,Trans-Green,"84B68D",9,Green,"237841"
15,1989,Trans-Green,"84B68D",9,Green,"237841"
14,1957,Green,"237841",9,Green,"237841"
13,1982,Trans-Green,"84B68D",9,Green,"237841"
13,2003,Pearl Green,"008E3C",9,Green,"237841"
13,1968,Green,"237841",9,Green,"237841"
13,1992,Light Green,C2DAB8,9,Green,"237841"
12,1964,Green,"237841",9,Green,"237841"
11,1961,Green,"237841",9,Green,"237841"
11,1978,Trans-Green,"84B68D",9,Green,"237841"
11,2001,Medium Green,"73DCA1",9,Green,"237841"
11,2012,Yellowish Green,DFEEA5,9,Green,"237841"
10,1992,Trans-Neon Green,F8F184,9,Green,"237841"
10,2009,Sand Green,A0BCAC,9,Green,"237841"
10,2011,Trans-Bright Green,D9E4A7,9,Green,"237841"
10,1994,Light Green,C2DAB8,9,Green,"237841"
10,2014,Yellowish Green,DFEEA5,9,Green,"237841"
9,1974,Green,"237841",9,Green,"237841"
9,2003,Light Green,C2DAB8,9,Green,"237841"
9,1950,Green,"237841",9,Green,"237841"
8,2023,Trans-Neon Green,F8F184,9,Green,"237841"
8,2002,Pearl Lime,"6A7944",9,Green,"237841"
7,1999,Light Green,C2DAB8,9,Green,"237841"
7,2002,Medium Green,"73DCA1",9,Green,"237841"
7,1999,Medium Green,"73DCA1",9,Green,"237841"
6,2024,Trans-Green Opal,"84B68D",9,Green,"237841"
6,1965,Green,"237841",9,Green,"237841"
6,1964,HO Sand Green,A0BCAC,9,Green,"237841"
6,1955,Green,"237841",9,Green,"237841"
6,1954,Green,"237841",9,Green,"237841"
6,2002,Dark Green,"184632",9,Green,"237841"
5,2005,Pearl Green,"008E3C",9,Green,"237841"
5,2015,Glitter Trans-Neon Green,C0F500,9,Green,"237841"
5,2002,Light Green,C2DAB8,9,Green,"237841"
4,1996,Bright Green,"4B9F4A",9,Green,"237841"
4,1988,Trans-Neon Green,F8F184,9,Green,"237841"
3,2024,Trans-Neon Green,F8F184,9,Green,"237841"
3,1995,Bright Green,"4B9F4A",9,Green,"237841"
3,2006,Pearl Green,"008E3C",9,Green,"237841"
3,1963,Green,"237841",9,Green,"237841"
3,2004,Pearl Lime,"6A7944",9,Green,"237841"
3,1965,HO Sand Green,A0BCAC,9,Green,"237841"
3,1995,Light Green,C2DAB8,9,Green,"237841"
3,1949,Bright Green,"4B9F4A",9,Green,"237841"
3,2006,Trans-Light Green,"94E5AB",9,Green,"237841"
2,2018,Glitter Trans-Neon Green,C0F500,9,Green,"237841"
2,1969,Trans-Green,"84B68D",9,Green,"237841"
2,1958,HO Sand Green,A0BCAC,9,Green,"237841"
2,1960,Green,"237841",9,Green,"237841"
2,2001,Light Green,C2DAB8,9,Green,"237841"
2,1999,Chrome Green,"3CB371",9,Green,"237841"
2,2016,Glitter Trans-Neon Green,C0F500,9,Green,"237841"
1,1958,HO Olive Green,"9B9A5A",9,Green,"237841"
1,1964,Sand Green,A0BCAC,9,Green,"237841"
1,1961,HO Olive Green,"9B9A5A",9,Green,"237841"
1,2000,Light Green,C2DAB8,9,Green,"237841"
1,2010,Olive Green,"9B9A5A",9,Green,"237841"
1,1957,HO Olive Green,"9B9A5A",9,Green,"237841"
1,2004,Duplo Light Green,"60BA76",9,Green,"237841"
1,2017,Glitter Trans-Neon Green,C0F500,9,Green,"237841"
1,1958,HO Metallic Green,"879867",9,Green,"237841"
1,1958,HO Dark Sand Green,"627a62",9,Green,"237841"
1,2004,Light Green,C2DAB8,9,Green,"237841"
1,2000,Glitter Trans-Green,"84B68D",9,Green,"237841"
1,1961,HO Dark Green,"184632",9,Green,"237841"
1,1964,HO Dark Green,"184632",9,Green,"237841"
1,1958,HO Dark Green,"184632",9,Green,"237841"
1,2001,Dark Green,"184632",9,Green,"237841"
1,2003,Duplo Medium Green,"468A5F",9,Green,"237841"
15489,2021,Tan,E4CD9E,8,Tan,E4CD9E
15266,2020,Tan,E4CD9E,8,Tan,E4CD9E
14648,2023,Tan,E4CD9E,8,Tan,E4CD9E
13931,2022,Tan,E4CD9E,8,Tan,E4CD9E
12865,2018,Tan,E4CD9E,8,Tan,E4CD9E
12071,2024,Tan,E4CD9E,8,Tan,E4CD9E
9914,2019,Tan,E4CD9E,8,Tan,E4CD9E
8271,2017,Tan,E4CD9E,8,Tan,E4CD9E
8260,2016,Tan,E4CD9E,8,Tan,E4CD9E
8019,2010,Tan,E4CD9E,8,Tan,E4CD9E
7217,2023,Dark Tan,"958A73",8,Tan,E4CD9E
6059,2020,Dark Tan,"958A73",8,Tan,E4CD9E
5747,2014,Tan,E4CD9E,8,Tan,E4CD9E
5583,2022,Dark Tan,"958A73",8,Tan,E4CD9E
5391,2015,Tan,E4CD9E,8,Tan,E4CD9E
5137,2024,Dark Tan,"958A73",8,Tan,E4CD9E
4887,2013,Tan,E4CD9E,8,Tan,E4CD9E
4259,2021,Dark Tan,"958A73",8,Tan,E4CD9E
4257,2018,Dark Tan,"958A73",8,Tan,E4CD9E
4142,2011,Tan,E4CD9E,8,Tan,E4CD9E
3957,2012,Tan,E4CD9E,8,Tan,E4CD9E
3847,2019,Dark Tan,"958A73",8,Tan,E4CD9E
3804,2009,Tan,E4CD9E,8,Tan,E4CD9E
3240,2005,Tan,E4CD9E,8,Tan,E4CD9E
2985,2017,Dark Tan,"958A73",8,Tan,E4CD9E
2930,2016,Dark Tan,"958A73",8,Tan,E4CD9E
2779,2013,Dark Tan,"958A73",8,Tan,E4CD9E
